[2025-11-05 23:21:47] [Tick 9 | Q1/5] auto_p1 [PID 1] pc=0/5000 -> SUBTRACT(diff, y, x) | State=RUNNING
[2025-11-05 23:21:51] [Tick 35 | Q3/5] auto_p18 [PID 18] pc=2/5001 -> FOR([PRINT('Hello world!')], 2) | State=RUNNING
[2025-11-05 23:21:51] [Tick 35 | Q1/5] auto_p14 [PID 14] pc=5/5002 -> PRINT('Hello world!') | State=RUNNING
[2025-11-05 23:21:51] [Tick 35 | Q2/5] auto_p15 [PID 15] pc=6/5000 -> PRINT('Hello world!') | State=RUNNING
[2025-11-05 23:21:51] [Tick 35 | Q1/5] auto_p20 [PID 20] pc=0/5000 -> SLEEP(2) | State=RUNNING
[2025-11-05 23:21:51] [Tick 35 | Q1/5] auto_p6 [PID 6] pc=10/5002 -> PRINT('Hello world!') | State=RUNNING
[2025-11-05 23:21:51] [Tick 35 | Q1/5] auto_p8 [PID 8] pc=10/5002 -> PRINT('Hello world!') | State=RUNNING
[2025-11-05 23:21:51] [Tick 35 | Q2/5] auto_p19 [PID 19] pc=1/5000 -> ADD(sum, x, y) | State=RUNNING
[2025-11-05 23:21:51] [Tick 35 | Q4/5] auto_p13 [PID 13] pc=8/5000 -> PRINT('Value of sum: ' + sum) | State=RUNNING
[2025-11-05 23:21:51] [Tick 35 | Q3/5] auto_p5 [PID 5] pc=12/5002 -> PRINT('Hello world!') | State=RUNNING
[2025-11-05 23:21:51] [Tick 35 | Q4/5] auto_p9 [PID 9] pc=8/5001 -> DECLARE(x, 5) | State=RUNNING
[2025-11-05 23:21:51] [Tick 35 | Q5/5] auto_p16 [PID 16] pc=4/5000 -> PRINT('Value of sum: ' + sum) | State=RUNNING
[2025-11-05 23:21:51] [Tick 36 | Q2/5] auto_p4 [PID 4] pc=16/5003 -> PRINT('Value of sum: ' + sum) | State=RUNNING
[2025-11-05 23:21:51] [Tick 36 | Q1/5] auto_p3 [PID 3] pc=15/5002 -> PRINT('Hello world!') | State=RUNNING
[2025-11-05 23:21:51] [Tick 36 | Q4/5] auto_p12 [PID 12] pc=8/5001 -> PRINT('Hello world!') | State=RUNNING
[2025-11-05 23:21:51] [Tick 36 | Q4/5] auto_p2 [PID 2] pc=18/5001 -> PRINT('Hello world!') | State=RUNNING
[2025-11-05 23:21:51] [Tick 36 | Q1/5] auto_p10 [PID 10] pc=10/5001 -> ADD(sum, x, y) | State=RUNNING
[2025-11-05 23:21:51] [Tick 36 | Q3/5] auto_p18 [PID 18] pc=2/5002 -> PRINT('Hello world!') | State=RUNNING
[2025-11-05 23:21:51] [Tick 36 | Q2/5] auto_p14 [PID 14] pc=6/5002 -> PRINT('Hello world!') | State=RUNNING
[2025-11-05 23:21:52] [Tick 36 | Q3/5] auto_p15 [PID 15] pc=7/5000 -> DECLARE(y, 10) | State=RUNNING
[2025-11-05 23:21:52] [Tick 36 | Q1/5] auto_p21 [PID 21] pc=0/5000 -> PRINT('Value of sum: ' + sum) | State=RUNNING
[2025-11-05 23:21:52] [Tick 36 | Q2/5] auto_p6 [PID 6] pc=11/5002 -> PRINT('Hello world!') | State=RUNNING
[2025-11-05 23:21:52] [Tick 36 | Q2/5] auto_p1 [PID 1] pc=21/5001 -> PRINT('Hello world!') | State=RUNNING
[2025-11-05 23:21:52] [Tick 36 | Q3/5] auto_p19 [PID 19] pc=2/5000 -> PRINT('Hello world!') | State=RUNNING
[2025-11-05 23:21:52] [Tick 36 | Q5/5] auto_p13 [PID 13] pc=9/5000 -> SUBTRACT(diff, y, x) | State=RUNNING
[2025-11-05 23:21:52] [Tick 36 | Q4/5] auto_p5 [PID 5] pc=13/5002 -> PRINT('Hello world!') | State=RUNNING
[2025-11-05 23:21:52] [Tick 36 | Q1/5] auto_p7 [PID 7] pc=10/5001 -> FOR([PRINT('Hello world!')], 2) | State=RUNNING
[2025-11-05 23:21:52] [Tick 36 | Q1/5] auto_p16 [PID 16] pc=5/5000 -> SUBTRACT(diff, y, x) | State=RUNNING
[2025-11-05 23:21:52] [Tick 37 | Q3/5] auto_p17 [PID 17] pc=2/5000 -> DECLARE(x, 5) | State=RUNNING
[2025-11-05 23:21:52] [Tick 37 | Q2/5] auto_p3 [PID 3] pc=16/5002 -> PRINT('Hello world!') | State=RUNNING
[2025-11-05 23:21:52] [Tick 37 | Q4/5] auto_p18 [PID 18] pc=3/5002 -> PRINT('Hello world!') | State=RUNNING
[2025-11-05 23:21:52] [Tick 37 | Q5/5] auto_p2 [PID 2] pc=19/5001 -> PRINT('Value of sum: ' + sum) | State=RUNNING
[2025-11-05 23:21:52] [Tick 37 | Q2/5] auto_p10 [PID 10] pc=11/5001 -> SLEEP(2) | State=RUNNING
[2025-11-05 23:21:52] [Tick 37 | Q1/5] auto_p22 [PID 22] pc=0/5000 -> SUBTRACT(diff, y, x) | State=RUNNING
[2025-11-05 23:21:52] [Tick 37 | Q3/5] auto_p14 [PID 14] pc=7/5002 -> SLEEP(2) | State=RUNNING
[2025-11-05 23:21:52] [Tick 37 | Q4/5] auto_p15 [PID 15] pc=8/5000 -> DECLARE(y, 10) | State=RUNNING
[2025-11-05 23:21:52] [Tick 37 | Q2/5] auto_p21 [PID 21] pc=1/5000 -> SLEEP(2) | State=RUNNING
[2025-11-05 23:21:52] [Tick 37 | Q3/5] auto_p6 [PID 6] pc=12/5002 -> FOR([PRINT('Hello world!')], 2) | State=RUNNING
[2025-11-05 23:21:52] [Tick 37 | Q3/5] auto_p1 [PID 1] pc=22/5001 -> SLEEP(2) | State=RUNNING
[2025-11-05 23:21:52] [Tick 37 | Q4/5] auto_p19 [PID 19] pc=3/5000 -> SLEEP(2) | State=RUNNING
[2025-11-05 23:21:52] [Tick 37 | Q3/5] auto_p4 [PID 4] pc=17/5003 -> SLEEP(2) | State=RUNNING
[2025-11-05 23:21:52] [Tick 37 | Q5/5] auto_p5 [PID 5] pc=14/5002 -> SLEEP(2) | State=RUNNING
[2025-11-05 23:21:52] [Tick 37 | Q1/5] auto_p7 [PID 7] pc=10/5002 -> PRINT('Hello world!') | State=RUNNING
[2025-11-05 23:21:52] [Tick 37 | Q2/5] auto_p16 [PID 16] pc=6/5000 -> PRINT('Value of sum: ' + sum) | State=RUNNING
[2025-11-05 23:21:52] [Tick 38 | Q4/5] auto_p17 [PID 17] pc=3/5000 -> DECLARE(x, 5) | State=RUNNING
[2025-11-05 23:21:52] [Tick 38 | Q3/5] auto_p3 [PID 3] pc=17/5002 -> ADD(sum, x, y) | State=RUNNING
[2025-11-05 23:21:52] [Tick 38 | Q5/5] auto_p18 [PID 18] pc=4/5002 -> PRINT('Hello world!') | State=RUNNING
[2025-11-05 23:21:52] [Tick 38 | Q2/5] auto_p20 [PID 20] pc=1/5000 -> PRINT('Hello world!') | State=RUNNING
[2025-11-05 23:21:52] [Tick 38 | Q1/5] auto_p23 [PID 23] pc=0/5000 -> PRINT('Value of sum: ' + sum) | State=RUNNING
[2025-11-05 23:21:52] [Tick 38 | Q2/5] auto_p22 [PID 22] pc=1/5000 -> PRINT('Hello world!') | State=RUNNING
[2025-11-05 23:21:52] [Tick 38 | Q1/5] auto_p2 [PID 2] pc=20/5001 -> FOR([PRINT('Hello world!')], 2) | State=RUNNING
[2025-11-05 23:21:52] [Tick 38 | Q5/5] auto_p15 [PID 15] pc=9/5000 -> FOR([PRINT('Hello world!')], 2) | State=RUNNING
[2025-11-05 23:21:52] [Tick 38 | Q3/5] auto_p6 [PID 6] pc=12/5003 -> PRINT('Hello world!') | State=RUNNING
[2025-11-05 23:21:52] [Tick 38 | Q2/5] auto_p8 [PID 8] pc=11/5002 -> PRINT('Hello world!') | State=RUNNING
[2025-11-05 23:21:52] [Tick 38 | Q5/5] auto_p9 [PID 9] pc=9/5001 -> DECLARE(x, 5) | State=RUNNING
[2025-11-05 23:21:52] [Tick 38 | Q4/5] auto_p11 [PID 11] pc=8/5001 -> ADD(sum, x, y) | State=RUNNING
[2025-11-05 23:21:52] [Tick 38 | Q5/5] auto_p12 [PID 12] pc=9/5001 -> PRINT('Hello world!') | State=RUNNING
[2025-11-05 23:21:52] [Tick 38 | Q1/5] auto_p13 [PID 13] pc=10/5000 -> SUBTRACT(diff, y, x) | State=RUNNING
[2025-11-05 23:21:52] [Tick 38 | Q2/5] auto_p7 [PID 7] pc=11/5002 -> PRINT('Hello world!') | State=RUNNING
[2025-11-05 23:21:52] [Tick 38 | Q3/5] auto_p16 [PID 16] pc=7/5000 -> SUBTRACT(diff, y, x) | State=RUNNING
[2025-11-05 23:21:52] [Tick 39 | Q5/5] auto_p17 [PID 17] pc=4/5000 -> PRINT('Value of sum: ' + sum) | State=RUNNING
[2025-11-05 23:21:52] [Tick 39 | Q4/5] auto_p3 [PID 3] pc=18/5002 -> PRINT('Hello world!') | State=RUNNING
[2025-11-05 23:21:52] [Tick 39 | Q1/5] auto_p18 [PID 18] pc=5/5002 -> PRINT('Value of sum: ' + sum) | State=RUNNING
[2025-11-05 23:21:52] [Tick 39 | Q3/5] auto_p20 [PID 20] pc=2/5000 -> SLEEP(2) | State=RUNNING
[2025-11-05 23:21:52] [Tick 39 | Q2/5] auto_p23 [PID 23] pc=1/5000 -> DECLARE(x, 5) | State=RUNNING
[2025-11-05 23:21:52] [Tick 39 | Q3/5] auto_p22 [PID 22] pc=2/5000 -> DECLARE(y, 10) | State=RUNNING
[2025-11-05 23:21:52] [Tick 39 | Q1/5] auto_p2 [PID 2] pc=20/5002 -> PRINT('Hello world!') | State=RUNNING
[2025-11-05 23:21:52] [Tick 39 | Q1/5] auto_p24 [PID 24] pc=0/5000 -> PRINT('Hello world!') | State=RUNNING
[2025-11-05 23:21:52] [Tick 39 | Q4/5] auto_p6 [PID 6] pc=13/5003 -> PRINT('Hello world!') | State=RUNNING
[2025-11-05 23:21:52] [Tick 39 | Q3/5] auto_p8 [PID 8] pc=12/5002 -> SUBTRACT(diff, y, x) | State=RUNNING
[2025-11-05 23:21:52] [Tick 39 | Q1/5] auto_p9 [PID 9] pc=10/5001 -> SUBTRACT(diff, y, x) | State=RUNNING
[2025-11-05 23:21:52] [Tick 39 | Q5/5] auto_p11 [PID 11] pc=9/5001 -> PRINT('Hello world!') | State=RUNNING
[2025-11-05 23:21:52] [Tick 39 | Q1/5] auto_p12 [PID 12] pc=10/5001 -> DECLARE(y, 10) | State=RUNNING
[2025-11-05 23:21:52] [Tick 39 | Q2/5] auto_p13 [PID 13] pc=11/5000 -> DECLARE(y, 10) | State=RUNNING
[2025-11-05 23:21:52] [Tick 39 | Q3/5] auto_p7 [PID 7] pc=12/5002 -> FOR([PRINT('Hello world!')], 2) | State=RUNNING
[2025-11-05 23:21:52] [Tick 39 | Q4/5] auto_p16 [PID 16] pc=8/5000 -> SLEEP(2) | State=RUNNING
[2025-11-05 23:21:53] [Tick 40 | Q1/5] auto_p17 [PID 17] pc=5/5000 -> PRINT('Hello world!') | State=RUNNING
[2025-11-05 23:21:53] [Tick 40 | Q4/5] auto_p4 [PID 4] pc=18/5003 -> PRINT('Value of sum: ' + sum) | State=RUNNING
[2025-11-05 23:21:53] [Tick 40 | Q2/5] auto_p18 [PID 18] pc=6/5002 -> PRINT('Hello world!') | State=RUNNING
[2025-11-05 23:21:53] [Tick 40 | Q1/5] auto_p5 [PID 5] pc=15/5002 -> DECLARE(x, 5) | State=RUNNING
[2025-11-05 23:21:53] [Tick 40 | Q3/5] auto_p23 [PID 23] pc=2/5000 -> PRINT('Hello world!') | State=RUNNING
[2025-11-05 23:21:53] [Tick 40 | Q4/5] auto_p22 [PID 22] pc=3/5000 -> PRINT('Value of sum: ' + sum) | State=RUNNING
[2025-11-05 23:21:53] [Tick 40 | Q2/5] auto_p2 [PID 2] pc=21/5002 -> PRINT('Hello world!') | State=RUNNING
[2025-11-05 23:21:53] [Tick 40 | Q2/5] auto_p24 [PID 24] pc=1/5000 -> DECLARE(x, 5) | State=RUNNING
[2025-11-05 23:21:53] [Tick 40 | Q5/5] auto_p6 [PID 6] pc=14/5003 -> ADD(sum, x, y) | State=RUNNING
[2025-11-05 23:21:53] [Tick 40 | Q4/5] auto_p8 [PID 8] pc=13/5002 -> FOR([PRINT('Hello world!')], 2) | State=RUNNING
[2025-11-05 23:21:53] [Tick 40 | Q2/5] auto_p9 [PID 9] pc=11/5001 -> FOR([PRINT('Hello world!')], 2) | State=RUNNING
[2025-11-05 23:21:53] [Tick 40 | Q1/5] auto_p11 [PID 11] pc=10/5001 -> DECLARE(x, 5) | State=RUNNING
[2025-11-05 23:21:53] [Tick 40 | Q2/5] auto_p12 [PID 12] pc=11/5001 -> SUBTRACT(diff, y, x) | State=RUNNING
[2025-11-05 23:21:53] [Tick 40 | Q3/5] auto_p13 [PID 13] pc=12/5000 -> PRINT('Value of sum: ' + sum) | State=RUNNING
[2025-11-05 23:21:53] [Tick 40 | Q3/5] auto_p7 [PID 7] pc=12/5003 -> PRINT('Hello world!') | State=RUNNING
[2025-11-05 23:21:53] [Tick 40 | Q3/5] auto_p10 [PID 10] pc=12/5001 -> SLEEP(2) | State=RUNNING
[2025-11-05 23:21:53] [Tick 41 | Q2/5] auto_p17 [PID 17] pc=6/5000 -> DECLARE(x, 5) | State=RUNNING
[2025-11-05 23:21:53] [Tick 41 | Q5/5] auto_p4 [PID 4] pc=19/5003 -> PRINT('Value of sum: ' + sum) | State=RUNNING
[2025-11-05 23:21:53] [Tick 41 | Q3/5] auto_p18 [PID 18] pc=7/5002 -> SLEEP(2) | State=RUNNING
[2025-11-05 23:21:53] [Tick 41 | Q2/5] auto_p5 [PID 5] pc=16/5002 -> DECLARE(x, 5) | State=RUNNING
[2025-11-05 23:21:53] [Tick 41 | Q4/5] auto_p23 [PID 23] pc=3/5000 -> FOR([PRINT('Hello world!')], 2) | State=RUNNING
[2025-11-05 23:21:53] [Tick 41 | Q5/5] auto_p22 [PID 22] pc=4/5000 -> PRINT('Value of sum: ' + sum) | State=RUNNING
[2025-11-05 23:21:53] [Tick 41 | Q3/5] auto_p2 [PID 2] pc=22/5002 -> PRINT('Value of sum: ' + sum) | State=RUNNING
[2025-11-05 23:21:53] [Tick 41 | Q3/5] auto_p24 [PID 24] pc=2/5000 -> FOR([PRINT('Hello world!')], 2) | State=RUNNING
[2025-11-05 23:21:53] [Tick 41 | Q1/5] auto_p6 [PID 6] pc=15/5003 -> ADD(sum, x, y) | State=RUNNING
[2025-11-05 23:21:53] [Tick 41 | Q4/5] auto_p8 [PID 8] pc=13/5003 -> PRINT('Hello world!') | State=RUNNING
[2025-11-05 23:21:53] [Tick 41 | Q2/5] auto_p9 [PID 9] pc=11/5002 -> PRINT('Hello world!') | State=RUNNING
[2025-11-05 23:21:53] [Tick 41 | Q2/5] auto_p11 [PID 11] pc=11/5001 -> DECLARE(y, 10) | State=RUNNING
[2025-11-05 23:21:53] [Tick 41 | Q3/5] auto_p12 [PID 12] pc=12/5001 -> SUBTRACT(diff, y, x) | State=RUNNING
[2025-11-05 23:21:53] [Tick 41 | Q4/5] auto_p13 [PID 13] pc=13/5000 -> DECLARE(x, 5) | State=RUNNING
[2025-11-05 23:21:53] [Tick 41 | Q4/5] auto_p14 [PID 14] pc=8/5002 -> DECLARE(y, 10) | State=RUNNING
[2025-11-05 23:21:53] [Tick 41 | Q5/5] auto_p15 [PID 15] pc=9/5001 -> PRINT('Hello world!') | State=RUNNING
[2025-11-05 23:21:53] [Tick 42 | Q1/5] auto_p25 [PID 25] pc=0/5000 -> DECLARE(y, 10) | State=RUNNING
[2025-11-05 23:21:53] [Tick 42 | Q1/5] auto_p4 [PID 4] pc=20/5003 -> SLEEP(2) | State=RUNNING
[2025-11-05 23:21:53] [Tick 42 | Q1/5] auto_p26 [PID 26] pc=0/5000 -> SUBTRACT(diff, y, x) | State=RUNNING
[2025-11-05 23:21:53] [Tick 42 | Q3/5] auto_p5 [PID 5] pc=17/5002 -> SUBTRACT(diff, y, x) | State=RUNNING
[2025-11-05 23:21:53] [Tick 42 | Q4/5] auto_p23 [PID 23] pc=3/5001 -> PRINT('Hello world!') | State=RUNNING
[2025-11-05 23:21:53] [Tick 42 | Q1/5] auto_p27 [PID 27] pc=0/5000 -> DECLARE(y, 10) | State=RUNNING
[2025-11-05 23:21:53] [Tick 42 | Q4/5] auto_p2 [PID 2] pc=23/5002 -> ADD(sum, x, y) | State=RUNNING
[2025-11-05 23:21:53] [Tick 42 | Q3/5] auto_p24 [PID 24] pc=2/5001 -> PRINT('Hello world!') | State=RUNNING
[2025-11-05 23:21:53] [Tick 42 | Q2/5] auto_p6 [PID 6] pc=16/5003 -> PRINT('Hello world!') | State=RUNNING
[2025-11-05 23:21:53] [Tick 42 | Q5/5] auto_p8 [PID 8] pc=14/5003 -> PRINT('Hello world!') | State=RUNNING
[2025-11-05 23:21:53] [Tick 42 | Q3/5] auto_p9 [PID 9] pc=12/5002 -> PRINT('Hello world!') | State=RUNNING
[2025-11-05 23:21:53] [Tick 42 | Q3/5] auto_p11 [PID 11] pc=12/5001 -> DECLARE(y, 10) | State=RUNNING
[2025-11-05 23:21:53] [Tick 42 | Q4/5] auto_p12 [PID 12] pc=13/5001 -> DECLARE(y, 10) | State=RUNNING
[2025-11-05 23:21:53] [Tick 42 | Q5/5] auto_p13 [PID 13] pc=14/5000 -> FOR([PRINT('Hello world!')], 2) | State=RUNNING
[2025-11-05 23:21:53] [Tick 42 | Q5/5] auto_p14 [PID 14] pc=9/5002 -> DECLARE(y, 10) | State=RUNNING
[2025-11-05 23:21:53] [Tick 42 | Q1/5] auto_p15 [PID 15] pc=10/5001 -> PRINT('Hello world!') | State=RUNNING
[2025-11-05 23:21:53] [Tick 43 | Q2/5] auto_p25 [PID 25] pc=1/5000 -> DECLARE(y, 10) | State=RUNNING
[2025-11-05 23:21:53] [Tick 43 | Q5/5] auto_p16 [PID 16] pc=9/5000 -> DECLARE(y, 10) | State=RUNNING
[2025-11-05 23:21:53] [Tick 43 | Q2/5] auto_p26 [PID 26] pc=1/5000 -> SLEEP(2) | State=RUNNING
[2025-11-05 23:21:53] [Tick 43 | Q4/5] auto_p5 [PID 5] pc=18/5002 -> PRINT('Hello world!') | State=RUNNING
[2025-11-05 23:21:53] [Tick 43 | Q3/5] auto_p17 [PID 17] pc=7/5000 -> ADD(sum, x, y) | State=RUNNING
[2025-11-05 23:21:53] [Tick 43 | Q2/5] auto_p27 [PID 27] pc=1/5000 -> SUBTRACT(diff, y, x) | State=RUNNING
[2025-11-05 23:21:53] [Tick 43 | Q5/5] auto_p19 [PID 19] pc=4/5000 -> PRINT('Value of sum: ' + sum) | State=RUNNING
[2025-11-05 23:21:53] [Tick 43 | Q4/5] auto_p24 [PID 24] pc=3/5001 -> PRINT('Hello world!') | State=RUNNING
[2025-11-05 23:21:53] [Tick 43 | Q4/5] auto_p20 [PID 20] pc=3/5000 -> ADD(sum, x, y) | State=RUNNING
[2025-11-05 23:21:54] [Tick 43 | Q3/5] auto_p21 [PID 21] pc=2/5000 -> PRINT('Value of sum: ' + sum) | State=RUNNING
[2025-11-05 23:21:54] [Tick 43 | Q1/5] auto_p22 [PID 22] pc=5/5000 -> DECLARE(x, 5) | State=RUNNING
[2025-11-05 23:21:54] [Tick 43 | Q5/5] auto_p23 [PID 23] pc=4/5001 -> PRINT('Hello world!') | State=RUNNING
[2025-11-05 23:21:54] [Tick 43 | Q1/5] auto_p28 [PID 28] pc=0/5000 -> DECLARE(x, 5) | State=RUNNING
[2025-11-05 23:21:54] [Tick 43 | Q4/5] auto_p1 [PID 1] pc=23/5001 -> DECLARE(y, 10) | State=RUNNING
[2025-11-05 23:21:54] [Tick 43 | Q1/5] auto_p14 [PID 14] pc=10/5002 -> DECLARE(x, 5) | State=RUNNING
[2025-11-05 23:21:54] [Tick 43 | Q2/5] auto_p15 [PID 15] pc=11/5001 -> PRINT('Value of sum: ' + sum) | State=RUNNING
[2025-11-05 23:21:54] [Tick 44 | Q3/5] auto_p25 [PID 25] pc=2/5000 -> PRINT('Value of sum: ' + sum) | State=RUNNING
[2025-11-05 23:21:54] [Tick 44 | Q1/5] auto_p16 [PID 16] pc=10/5000 -> FOR([PRINT('Hello world!')], 2) | State=RUNNING
[2025-11-05 23:21:54] [Tick 44 | Q1/5] auto_p29 [PID 29] pc=0/5000 -> FOR([PRINT('Hello world!')], 2) | State=RUNNING
[2025-11-05 23:21:54] [Tick 44 | Q5/5] auto_p5 [PID 5] pc=19/5002 -> DECLARE(x, 5) | State=RUNNING
[2025-11-05 23:21:54] [Tick 44 | Q4/5] auto_p17 [PID 17] pc=8/5000 -> FOR([PRINT('Hello world!')], 2) | State=RUNNING
[2025-11-05 23:21:54] [Tick 44 | Q3/5] auto_p27 [PID 27] pc=2/5000 -> ADD(sum, x, y) | State=RUNNING
[2025-11-05 23:21:54] [Tick 44 | Q1/5] auto_p19 [PID 19] pc=5/5000 -> ADD(sum, x, y) | State=RUNNING
[2025-11-05 23:21:54] [Tick 44 | Q5/5] auto_p2 [PID 2] pc=24/5002 -> SLEEP(2) | State=RUNNING
[2025-11-05 23:21:54] [Tick 44 | Q5/5] auto_p20 [PID 20] pc=4/5000 -> FOR([PRINT('Hello world!')], 2) | State=RUNNING
[2025-11-05 23:21:54] [Tick 44 | Q4/5] auto_p21 [PID 21] pc=3/5000 -> DECLARE(y, 10) | State=RUNNING
[2025-11-05 23:21:54] [Tick 44 | Q2/5] auto_p22 [PID 22] pc=6/5000 -> SUBTRACT(diff, y, x) | State=RUNNING
[2025-11-05 23:21:54] [Tick 44 | Q1/5] auto_p23 [PID 23] pc=5/5001 -> SLEEP(2) | State=RUNNING
[2025-11-05 23:21:54] [Tick 44 | Q2/5] auto_p28 [PID 28] pc=1/5000 -> SUBTRACT(diff, y, x) | State=RUNNING
[2025-11-05 23:21:54] [Tick 44 | Q5/5] auto_p1 [PID 1] pc=24/5001 -> PRINT('Hello world!') | State=RUNNING
[2025-11-05 23:21:54] [Tick 44 | Q2/5] auto_p14 [PID 14] pc=11/5002 -> PRINT('Hello world!') | State=RUNNING
[2025-11-05 23:21:54] [Tick 44 | Q3/5] auto_p15 [PID 15] pc=12/5001 -> DECLARE(y, 10) | State=RUNNING
[2025-11-05 23:21:54] [Tick 45 | Q4/5] auto_p25 [PID 25] pc=3/5000 -> SUBTRACT(diff, y, x) | State=RUNNING
[2025-11-05 23:21:54] [Tick 45 | Q1/5] auto_p16 [PID 16] pc=10/5001 -> PRINT('Hello world!') | State=RUNNING
[2025-11-05 23:21:54] [Tick 45 | Q1/5] auto_p29 [PID 29] pc=0/5001 -> PRINT('Hello world!') | State=RUNNING
[2025-11-05 23:21:54] [Tick 45 | Q3/5] auto_p6 [PID 6] pc=17/5003 -> ADD(sum, x, y) | State=RUNNING
[2025-11-05 23:21:54] [Tick 45 | Q4/5] auto_p17 [PID 17] pc=8/5001 -> PRINT('Hello world!') | State=RUNNING
[2025-11-05 23:21:54] [Tick 45 | Q4/5] auto_p27 [PID 27] pc=3/5000 -> ADD(sum, x, y) | State=RUNNING
[2025-11-05 23:21:54] [Tick 45 | Q2/5] auto_p19 [PID 19] pc=6/5000 -> DECLARE(x, 5) | State=RUNNING
[2025-11-05 23:21:54] [Tick 45 | Q4/5] auto_p7 [PID 7] pc=13/5003 -> PRINT('Hello world!') | State=RUNNING
[2025-11-05 23:21:54] [Tick 45 | Q5/5] auto_p20 [PID 20] pc=4/5001 -> PRINT('Hello world!') | State=RUNNING
[2025-11-05 23:21:54] [Tick 45 | Q5/5] auto_p21 [PID 21] pc=4/5000 -> PRINT('Value of sum: ' + sum) | State=RUNNING
[2025-11-05 23:21:54] [Tick 45 | Q3/5] auto_p22 [PID 22] pc=7/5000 -> DECLARE(x, 5) | State=RUNNING
[2025-11-05 23:21:54] [Tick 45 | Q1/5] auto_p8 [PID 8] pc=15/5003 -> PRINT('Value of sum: ' + sum) | State=RUNNING
[2025-11-05 23:21:54] [Tick 45 | Q3/5] auto_p28 [PID 28] pc=2/5000 -> PRINT('Value of sum: ' + sum) | State=RUNNING
[2025-11-05 23:21:54] [Tick 45 | Q1/5] auto_p1 [PID 1] pc=25/5001 -> SLEEP(2) | State=RUNNING
[2025-11-05 23:21:54] [Tick 45 | Q3/5] auto_p14 [PID 14] pc=12/5002 -> PRINT('Value of sum: ' + sum) | State=RUNNING
[2025-11-05 23:21:54] [Tick 45 | Q4/5] auto_p15 [PID 15] pc=13/5001 -> SLEEP(2) | State=RUNNING
[2025-11-05 23:21:54] [Tick 46 | Q5/5] auto_p25 [PID 25] pc=4/5000 -> ADD(sum, x, y) | State=RUNNING
[2025-11-05 23:21:54] [Tick 46 | Q2/5] auto_p16 [PID 16] pc=11/5001 -> PRINT('Hello world!') | State=RUNNING
[2025-11-05 23:21:54] [Tick 46 | Q2/5] auto_p29 [PID 29] pc=1/5001 -> PRINT('Hello world!') | State=RUNNING
[2025-11-05 23:21:54] [Tick 46 | Q4/5] auto_p6 [PID 6] pc=18/5003 -> SLEEP(2) | State=RUNNING
[2025-11-05 23:21:54] [Tick 46 | Q5/5] auto_p17 [PID 17] pc=9/5001 -> PRINT('Hello world!') | State=RUNNING
[2025-11-05 23:21:54] [Tick 46 | Q5/5] auto_p27 [PID 27] pc=4/5000 -> DECLARE(x, 5) | State=RUNNING
[2025-11-05 23:21:54] [Tick 46 | Q3/5] auto_p19 [PID 19] pc=7/5000 -> ADD(sum, x, y) | State=RUNNING
[2025-11-05 23:21:54] [Tick 46 | Q5/5] auto_p7 [PID 7] pc=14/5003 -> PRINT('Value of sum: ' + sum) | State=RUNNING
[2025-11-05 23:21:54] [Tick 46 | Q1/5] auto_p20 [PID 20] pc=5/5001 -> PRINT('Hello world!') | State=RUNNING
[2025-11-05 23:21:54] [Tick 46 | Q1/5] auto_p21 [PID 21] pc=5/5000 -> ADD(sum, x, y) | State=RUNNING
[2025-11-05 23:21:54] [Tick 46 | Q4/5] auto_p22 [PID 22] pc=8/5000 -> PRINT('Value of sum: ' + sum) | State=RUNNING
[2025-11-05 23:21:54] [Tick 46 | Q2/5] auto_p8 [PID 8] pc=16/5003 -> PRINT('Hello world!') | State=RUNNING
[2025-11-05 23:21:54] [Tick 46 | Q4/5] auto_p28 [PID 28] pc=3/5000 -> ADD(sum, x, y) | State=RUNNING
[2025-11-05 23:21:54] [Tick 46 | Q4/5] auto_p18 [PID 18] pc=8/5002 -> SUBTRACT(diff, y, x) | State=RUNNING
[2025-11-05 23:21:54] [Tick 46 | Q5/5] auto_p24 [PID 24] pc=4/5001 -> PRINT('Value of sum: ' + sum) | State=RUNNING
[2025-11-05 23:21:54] [Tick 46 | Q3/5] auto_p26 [PID 26] pc=2/5000 -> SLEEP(2) | State=RUNNING
[2025-11-05 23:21:55] [Tick 47 | Q1/5] auto_p30 [PID 30] pc=0/5000 -> SUBTRACT(diff, y, x) | State=RUNNING
[2025-11-05 23:21:55] [Tick 47 | Q3/5] auto_p16 [PID 16] pc=12/5001 -> SLEEP(2) | State=RUNNING
[2025-11-05 23:21:55] [Tick 47 | Q3/5] auto_p29 [PID 29] pc=2/5001 -> FOR([PRINT('Hello world!')], 2) | State=RUNNING
[2025-11-05 23:21:55] [Tick 47 | Q1/5] auto_p31 [PID 31] pc=0/5000 -> FOR([PRINT('Hello world!')], 2) | State=RUNNING
[2025-11-05 23:21:55] [Tick 47 | Q1/5] auto_p17 [PID 17] pc=10/5001 -> PRINT('Value of sum: ' + sum) | State=RUNNING
[2025-11-05 23:21:55] [Tick 47 | Q1/5] auto_p32 [PID 32] pc=0/5000 -> PRINT('Hello world!') | State=RUNNING
[2025-11-05 23:21:55] [Tick 47 | Q4/5] auto_p19 [PID 19] pc=8/5000 -> PRINT('Value of sum: ' + sum) | State=RUNNING
